gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),112.5,6525.0,Yes
Male,1,Yes,Yes,45,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),82.64,3718.8,No
Male,1,Yes,No,62,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,39.6,2455.2000000000003,No
Female,0,No,Yes,39,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,No,One year,No,Mailed check,90.86,3543.54,No
Female,0,Yes,No,58,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,82.57,4789.0599999999995,No
Female,0,No,Yes,64,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,116.57,7460.48,Yes
Female,0,Yes,Yes,44,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),39.39,1733.16,Yes
Male,0,No,Yes,29,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,77.79,2255.9100000000003,No
Female,0,Yes,Yes,59,Yes,No phone service,No,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),96.02,5665.179999999999,No
Female,0,No,Yes,71,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,51.9,3684.9,No
Male,0,No,No,9,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),55.97,503.73,No
Female,0,No,Yes,6,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),106.79,640.74,No
Male,0,No,No,29,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),58.42,1694.18,Yes
Female,0,Yes,No,58,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,80.47,4667.26,Yes
Female,0,No,No,17,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),106.92,2018.4899999999998,No
Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),38.98,623.68,No
Male,0,Yes,Yes,3,Yes,No,No,No internet service,Yes,No,No,Yes,No internet service,One year,Yes,Mailed check,116.19,348.57,No
Male,0,Yes,Yes,21,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),88.2,1852.2,Yes
Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,67.61,4327.04,No
Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),61.09,2199.2400000000002,Yes
Male,0,Yes,Yes,62,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),113.44,7033.28,No
Male,0,Yes,No,42,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Two year,Yes,Electronic check,38.57,1619.94,No
Male,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,49.17,2065.14,No
Male,0,No,Yes,61,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),48.78,2975.58,No
Male,1,Yes,Yes,13,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,Two year,Yes,Mailed check,46.9,609.6999999999999,Yes
Female,0,No,Yes,11,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),64.85,713.3499999999999,No
Female,0,No,Yes,54,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),116.92,6313.68,No
Male,0,Yes,No,16,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,106.88,1710.08,No
Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,50.79,406.32,No
Female,0,No,Yes,59,Yes,No,DSL,No,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),60.29,3557.11,No
Female,1,Yes,Yes,57,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,84.95,4842.150000000001,No
Female,0,No,Yes,40,Yes,No phone service,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),19.72,788.8,No
Male,0,No,Yes,59,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.02,5901.179999999999,No
Female,0,No,Yes,2,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,105.98,211.96,No
Female,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,103.72,1037.2,No
Male,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,55.51,2442.44,No
Male,0,No,Yes,11,Yes,No,No,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,64.2,706.2,No
Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),19.24,38.48,No
Female,1,Yes,Yes,50,Yes,No,No,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),57.94,2897.0,No
Female,0,No,Yes,12,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,64.04,768.48,No
Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),108.7,2500.1,No
Female,0,No,No,18,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),107.4,1933.2,No
Female,0,Yes,Yes,62,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No,Yes,Two year,No,Credit card (automatic),114.61,7105.82,No
Male,0,No,Yes,62,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,106.51,6603.62,No
Female,0,Yes,Yes,38,Yes,Yes,No,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Mailed check,18.82,715.16,Yes
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5504.05,No
Male,0,No,Yes,38,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,Two year,No,Mailed check,24.82,943.16,No
Male,0,Yes,Yes,67,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),45.26,3032.42,No
Male,0,Yes,No,61,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.83,4625.63,No
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),88.06,88.06,No
Female,1,No,Yes,45,Yes,No,No,No,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),83.46,3755.7,Yes
Female,0,No,Yes,28,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,22.91,641.48,No
Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.36,595.56,No
Female,1,Yes,Yes,13,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,30.86,401.18,No
Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),27.14,732.78,No
Female,1,Yes,No,7,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),35.82,250.74,No
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),86.85,1910.6999999999998,Yes
Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,One year,Yes,Mailed check,101.08,5357.24,Yes
Male,0,No,No,4,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),58.88,235.52,Yes
Male,0,No,Yes,23,Yes,No,No,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,87.28,2007.44,Yes
Female,0,Yes,No,70,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,No,Electronic check,38.0,2660.0,No
Male,0,No,Yes,33,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,115.33,3805.89,No
Female,0,No,No,28,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),53.0,1484.0,No
Male,0,Yes,Yes,8,Yes,No phone service,No,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,102.59,820.72,No
Female,0,No,No,1,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Credit card (automatic),112.54,112.54,Yes
Male,1,Yes,No,37,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,104.47,3865.39,Yes
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),24.71,1556.73,Yes
Female,0,No,No,22,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),83.03,1826.66,No
Female,0,Yes,Yes,70,Yes,No,No,No,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),30.01,2100.7000000000003,No
Female,0,Yes,Yes,21,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),18.57,389.97,No
Female,1,Yes,Yes,35,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,23.18,811.3,No
Male,0,Yes,Yes,5,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),109.61,548.05,No
Male,0,Yes,Yes,60,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,108.85,6531.0,No
Male,0,Yes,Yes,46,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),40.58,1866.6799999999998,Yes
Female,0,Yes,Yes,50,No,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.71,3635.4999999999995,Yes
Male,0,Yes,No,48,Yes,No phone service,No,No,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),113.5,5448.0,No
Female,0,No,No,6,Yes,Yes,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.67,406.02,No
Female,0,No,Yes,56,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,57.36,3212.16,No
Male,0,No,Yes,59,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,66.32,3912.8799999999997,No
Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,97.02,2813.58,Yes
Female,1,Yes,Yes,71,Yes,No,No,No,No internet service,No,No,Yes,Yes,One year,No,Electronic check,65.73,4666.83,No
Male,1,No,Yes,18,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.33,1733.94,No
Female,0,No,Yes,2,Yes,No,No,No internet service,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),61.17,122.34,No
Female,0,No,Yes,8,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,43.2,345.6,No
Female,0,Yes,No,54,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Mailed check,50.65,2735.1,Yes
Female,0,No,Yes,38,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),25.78,979.6400000000001,No
Female,1,No,Yes,48,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,67.74,3251.5199999999995,Yes
Male,0,Yes,Yes,27,Yes,No phone service,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,32.81,885.8700000000001,No
Male,0,No,Yes,20,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,99.15,1983.0,No
Female,0,Yes,Yes,12,Yes,No phone service,No,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,60.06,720.72,No
Female,0,Yes,Yes,43,Yes,No,DSL,Yes,Yes,No,No internet service,No,No,Two year,No,Credit card (automatic),94.5,4063.5,No
Male,0,Yes,Yes,61,Yes,No phone service,No,No,No,No internet service,No internet service,No,Yes,Two year,No,Credit card (automatic),113.45,6920.45,No
Male,0,No,Yes,31,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,102.95,3191.4500000000003,No
Female,0,No,No,61,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),113.15,6902.150000000001,Yes
Male,0,Yes,No,67,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),74.79,5010.93,No
Female,0,No,Yes,35,Yes,No,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),34.53,1208.55,Yes
Male,0,No,Yes,15,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),111.54,1673.1000000000001,No
Female,0,No,Yes,16,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,104.85,1677.6,Yes
Male,0,No,Yes,13,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.44,1357.72,No
Female,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,87.33,3056.5499999999997,Yes
Male,0,No,Yes,59,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),80.49,4748.91,Yes
Male,0,Yes,Yes,21,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),19.47,408.87,No
Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),92.81,5011.74,No
Male,0,No,Yes,30,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,27.15,814.5,No
Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Two year,No,Credit card (automatic),43.98,2111.04,No
Male,0,No,No,35,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,73.15,2560.25,No
Female,0,No,No,38,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),63.17,2400.46,No
Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,19.58,606.9799999999999,Yes
Female,0,Yes,No,24,Yes,No,No,No,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.4,2409.6000000000004,Yes
Male,0,Yes,Yes,49,No,No phone service,No,No,No internet service,No,No internet service,Yes,No,Two year,Yes,Electronic check,105.88,5188.12,No
Female,0,Yes,No,32,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,86.19,2758.08,No
Male,0,No,Yes,55,Yes,No phone service,No,No internet service,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),72.11,3966.05,No
Female,0,No,No,58,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,114.07,6616.0599999999995,No
Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,30.0,90.0,No
Female,0,Yes,No,69,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),91.79,6333.51,No
Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),30.84,308.4,Yes
Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,56.18,1404.5,No
Male,0,No,Yes,68,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,76.55,5205.4,No
Female,0,Yes,No,61,No,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),91.71,5594.3099999999995,Yes
Male,0,No,Yes,29,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,18.37,532.73,No
Female,0,Yes,No,19,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,44.06,837.1400000000001,No
Male,0,No,Yes,43,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,71.82,3088.2599999999998,No
Male,0,No,Yes,66,No,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.29,4705.14,No
Female,0,Yes,Yes,61,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,81.76,4987.360000000001,No
Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,48.39,2080.77,No
Male,0,No,No,25,No,No phone service,DSL,No,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),72.05,1801.25,No
Female,0,No,Yes,20,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,36.98,2018.4899999999998,No
Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,36.69,1761.12,No
Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),75.66,1815.84,Yes
Male,1,No,Yes,11,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),86.55,952.05,Yes
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,No,Credit card (automatic),30.04,1652.2,No
Male,1,No,No,28,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),30.28,847.84,Yes
Female,0,No,Yes,69,No,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,74.53,5142.57,No
Male,0,Yes,No,63,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),45.01,2835.6299999999997,Yes
Male,0,Yes,No,59,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),57.24,3377.1600000000003,No
Male,1,Yes,Yes,5,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.07,290.35,No
Female,0,Yes,No,51,Yes,No phone service,No,No,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,35.86,1828.86,No
Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,18.13,380.72999999999996,No
Male,0,No,Yes,12,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,No,Electronic check,103.32,1239.84,No
Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),89.5,4475.0,No
Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,87.05,348.2,No
Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,72.65,3051.3,No
Female,0,Yes,No,38,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),88.1,3347.7999999999997,No
Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),111.57,2789.25,No
Female,1,Yes,No,14,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),84.57,1183.98,No
Male,1,Yes,Yes,32,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,44.51,1424.32,No
Female,0,No,Yes,11,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),75.06,825.6600000000001,No
Female,0,No,Yes,61,Yes,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.23,3796.0299999999997,Yes
Male,1,Yes,No,18,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,73.64,1325.52,No
Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,69.76,1883.5200000000002,No
Female,0,Yes,Yes,55,Yes,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.88,5713.4,No
Female,1,No,Yes,54,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,83.18,4491.72,No
Female,0,Yes,No,21,Yes,Yes,No,No,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,36.88,774.48,No
Female,0,Yes,Yes,44,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.3,1069.2,Yes
Male,0,Yes,Yes,5,No,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,60.44,302.2,No
Female,1,No,Yes,41,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,No,Electronic check,19.56,801.9599999999999,No
Male,1,No,Yes,59,No,No,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,No,Electronic check,49.83,2939.97,No
Female,1,Yes,No,54,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),54.8,2959.2,No
Male,0,Yes,Yes,22,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,55.56,1222.3200000000002,No
Male,1,No,Yes,65,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,115.94,7536.099999999999,No
Female,0,No,No,64,Yes,No phone service,No,No,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,48.39,3096.96,Yes
Female,0,No,Yes,71,Yes,Yes,No,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,44.52,3160.92,No
Female,0,No,No,4,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.94,123.76,No
Male,0,No,Yes,65,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),69.1,4491.5,No
Female,0,No,No,15,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,33.37,500.54999999999995,No
Male,0,No,Yes,22,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.63,1751.86,No
Male,0,No,Yes,47,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Mailed check,33.52,1575.44,Yes
Male,0,No,No,46,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),75.67,3480.82,No
Female,0,Yes,No,14,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,100.63,1408.82,Yes
Female,0,Yes,No,50,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,One year,No,Electronic check,22.25,1112.5,No
Male,0,Yes,Yes,20,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.97,1199.4,Yes
Male,0,No,No,50,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,64.1,2018.4899999999998,No
Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,97.11,3204.63,No
Male,0,No,Yes,59,Yes,No,No,Yes,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),64.79,3822.6100000000006,No
Female,0,No,No,43,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,74.75,3214.25,No
Male,0,Yes,No,12,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.12,1165.44,No
Female,0,No,Yes,40,Yes,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),73.98,2018.4899999999998,No
Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Electronic check,53.83,1076.6,No
Female,0,Yes,Yes,38,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,26.58,1010.04,No
Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),90.99,272.96999999999997,No
Female,0,No,Yes,28,Yes,No phone service,No,No,No,No internet service,No,No,No internet service,Two year,No,Electronic check,105.11,2943.08,No
Female,1,Yes,Yes,56,Yes,No,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,115.01,6440.56,No
Male,0,No,Yes,13,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,110.66,1438.58,No
Male,1,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Credit card (automatic),97.74,6450.839999999999,No
